"-77.10147","38.91994476","FLETCHERS BOATHOUSE TUNNEL","6'-2"""
"-105.73972","39.739722","Clear Creek Canyon #6","14'-10"""
"-122.328331","47.6183319","EXPRESS LANES TUNNEL","14'-10"""
"-75.649713","40.773771","Lehigh Tunnel NB","14'-10"""
"-76.99065555","38.87694444","Mall Tunnel Center Leg Freeway (I-395)","14'-10"""
"-66.06333","18.45472","Minillas Tunnel","14'-10"""
"-109.9436","31.4593","Mule Pass Tunnel","14'-10"""
"-112.2981","37.74","Second Rock Tunnel in Red Canyon","14'-10"""
"-113.7895","48.7512207","WEST TUNNEL","14'-10"""
"-106.148333","38.880278",,"14'-10"""
"-122.2182504","37.85488925","Caldecott Tunnel Bore 3","14'-11"""
"-122.323","47.6434555","I-5 OVER S-E RAMP TUNNEL","14'-11"""
"-122.3177","47.68267","ROOSEVELT WAY TUNNEL","14'-11"""
"-105.206111","39.669167",,"14'-11"""
"-121.39200632","39.85229711","Arch Rock Tunnel","15'-0"""
"-79.989861","40.434636","Armstrong Tunnel","15'-0"""
"-122.4856","37.83924865","BAKER-BARRY TUNNEL","15'-0"""
"-122.625862","47.56339","BREMERTON TUNNEL","15'-0"""
"-109.18558056","44.50180833","Buffalo Bill Tunnel No. 1","15'-0"""
"-109.17530278","44.50873333","Buffalo Bill Tunnel No. 2","15'-0"""
"-109.17406111","44.50903611","Buffalo Bill Tunnel No. 3","15'-0"""
"-122.329445","47.6251945","E-S RAMP �TUNNEL","15'-0"""
"-86.1174","42.7416","Holland Airport","15'-0"""
"-117.389091","47.6535645","I-90 OVER S PERRY ST","15'-0"""
"-118.813075","34.07276111","Kanan Dume Road NB Tunnel","15'-0"""
"-123.7656222","44.011025","Knowles Creek Tunnel, Hwy 62 at MP 19.68","15'-0"""
"-84.503634","39.100452","Lytle Tunnel","15'-0"""
"-122.328339","47.62305","N-W RAMP �TUNNEL","15'-0"""
"-105.85721666","32.94707777","No Name","15'-0"""
"-123.3761","48.0078048","SOUTH TUNNEL (HURRICANE)","15'-0"""
"-105.124167","38.519444",,"15'-0"""
"-148.7686","60.7831","Anton Anderson Tunnel","15'-2"""
"-77.04785278","38.76265278","New Hampshire Avenue over E Street Expressway","15'-2"""
"-123.74663212","41.96816829","Randolph Collier Tunnel (Hazelview Summit)","15'-2"""
"-122.331833","47.6094437","WASH ST CONVENTION CENTER","15'-2"""
"-122.296669","47.59","MARTIN L KING LID","15'-3"""
"-122.291664","47.59","MT BAKER RIDGE TUNNEL","15'-3"""
"-156.55675","20.78832778","Olowalu Tunnel","15'-3"""
"-76.98126667","38.87793056","Pennsylvania Avenue, S.E. over S.E. Freeway Tunnel","15'-3"""
"-121.274223","45.6873627","TUNNEL NO 7","15'-3"""
"-82.17078","35.76127624","TWIN TUNNEL #2","15'-3"""
"-118.22965863","34.07709505","Figueroa Street Tunnel","15'-4"""
"-76.98178056","38.87829722","Pennsylvania Avenue, S.E. over Ramp F Tunnel","15'-4"""
"-121.2252","48.6911659","TUNNEL","15'-4"""
"-122.728897","45.519364","W Burnside Tunnel","15'-4"""
"-113.6984","48.69702911","EAST TUNNEL","15'-5"""
"-157.85577778","21.40211111","Harano Tunnel (Inbound)","15'-5"""
"-157.85555556","21.40483333","Harano Tunnel (Outbound)","15'-5"""
"-93.28758333","44.96513333","LOWRY HILL TUNNEL","15'-5"""
"-157.79128889","21.36765","Pali Tunnel No. 2A (Outbound)","15'-6"""
"-122.568314","45.545631","Rocky Butte Tunnel","15'-6"""
"-74.445132","39.970074","Atlantic City Expressway Connector Tunnel","15'-8"""
"-71.0628","42.3711","CANA TUNNEL NORTHBOUND","15'-8"""
"-122.51569031","37.57180713","Devil's Slide Tunnel","15'-8"""
"-122.51543381","37.57173638","Devil's Slide Tunnel","15'-8"""
"-86.149065","39.76604","East Street under CSX RR and Other Items","15'-8"""
"-118.22848146","34.07808567","Figueroa Street Tunnel","15'-8"""
"-79.7315","40.0885","Layton Tunnel","15'-8"""
"-103.42995958","43.90117043","Miner's Gateway Tunnel","15'-8"""
"-122.291664","47.59","MT BAKER RIDGE TUNNEL","15'-8"""
"-117.418","47.65575","BNSF OC WASHINGTON ST","15'-9"""
"-123.918861","46.25164","FORT COLUMBIA TUNNEL","15'-9"""
"-123.3743","48.00952911","MIDDLE TUNNEL (HURRICANE)","15'-9"""
"-157.792225","21.36728333","Pali Tunnel No. 1 (Inbound)","15'-9"""
"-157.79001389","21.36839722","Pali Tunnel No. 2 (Inbound)","15'-9"""
"-118.24950556","34.05176111","Third Street Tunnel","15'-9"""
"-83.51852","35.74469375","GATLINBURG TUNNEL","15'-10"""
"-83.42011","35.61694335","MORTON MOUNTAIN TUNNEL","15'-10"""
"-80.72286","40.07247","Wheeling Tunnel","15'-10"""
"-124.1220139","44.132625","Cape Creek Tunnel, Hwy 9","15'-11"""
"-118.23393655","34.07301796","Figueroa Street Tunnel","15'-11"""
"-157.79463889","21.36543889","Pali Tunnel No. 1A (Outbound)","15'-11"""
"-71.02563","42.366363","ARRIVALS ROAD AND RAMP 1A-A","16'-0"""
"-71.0604","42.3725","CANA TUNNEL SOUTHBOUND","16'-0"""
"-76.58974167","39.26435","FMT - Fort McHenry Tunnel","16'-0"""
"-117.90486873","33.8054654","N133-N241 Connector UC","16'-0"""
"-122.46152222","37.801825","Northbound 101 Battery Tunnel","16'-0"""
"-80.17600833","25.785775","SR 887 Port of Miami Tunnel","16'-0"""
"-85.318867","35.0731","Stringers Ridge Tunnel","16'-0"""
"-121.9360472","45.63816111","Tooth Rock Tunnel, Hwy 2 EB","16'-0"""
"-105.474722","39.744444","Veterans Memorial Eastbound","16'-0"""
"-105.474722","39.744722","Veterans Memorial Westbound","16'-0"""
"-122.36693623","37.80826586","Yerba Buena Crossing","16'-0"""
"-105.4603","38.9086","11 Mile #2","16'-2"""
"-91.009667","29.8727","Belle Chasse Tunnel","16'-2"""
"-112.9237","37.21752929","SHORT TUNNEL","16'-2"""
"-122.256668","47.9216652","SR 526 OVER E-N RAMP TUNNEL","16'-2"""
"-83.47242","35.63639068","CHIMNEY TOPS TUNNEL","16'-3"""
"-122.229996","47.5866661","E-S RAMP TUNNEL","16'-3"""
"-118.37033056","33.92894167","E105-N405 Connector Tunnel","16'-3"""
"-118.37044959","33.92839787","E105-S405 Connector Tunnel","16'-3"""
"-89.974389","35.052583","Memphis Airport Runway Tunnel","16'-3"""
"-122.229996","47.5866661","REV E-S RAMP TUNNEL","16'-3"""
"-118.369075","33.92771389","W105-S405 Connector Tunnel","16'-3"""
"-122.3374833","37.50564684","W92-S280  Connector UC","16'-3"""
"-88.04013333","30.68878888","Wallace Tunnel","16'-3"""
"-80.056938","40.45236","Berry St/W. Busway Tunnel","16'-4"""
"-112.0779","33.4616","Deck At Central Ave","16'-4"""
"-81.84825","38.36385","Historic Armstrong Tunnel","16'-4"""
"-122.192917","47.4903336","HOUSER WAY TUNNEL","16'-4"""
"-90.3958075","38.75588806","LINDBERGH BOUELVARD US 67 RUNWAY TUNNEL","16'-4"""
"-102.9764","29.20219421","RIO GRANDE OVERLOOK TUNNEL","16'-4"""
"-79.966919","37.331983","Roanoke Airport Tunnel","16'-4"""
"-122.454175","37.80315","Southbound 101 Main Post Tunnel","16'-4"""
"-121.26919138","38.74508629","E80 Offramp/E80 Onramp SEP (Short Section)","16'-5"""
"-122.249794","47.5902138","FIRST HILL LID","16'-5"""
"-122.46141732","37.80159393","Southbound 101 Battery Tunnel","16'-5"""
"-104.9878278","39.726906",,"16'-5"""
"-117.90402277","33.80537713","241/N261 - N241 Connector Separation","16'-6"""
"-96.838721","32.969029","Addison Airport Toll Tunnel","16'-6"""
"-78.867297","39.965586","Allegheny Tunnel EB","16'-6"""
"-78.848183","39.957608","Allegheny Tunnel WB","16'-6"""
"-81.12585278","37.03526389","Big Walker Mountain Tunnel","16'-6"""
"-77.660315","40.148843","Blue Mountain Tunnel EB","16'-6"""
"-77.646506","40.143373","Blue Mountain Tunnel WB","16'-6"""
"-116.016","40.722","Carlin","16'-6"""
"-116.0159","40.722","Carlin","16'-6"""
"-117.10924228","32.75142248","Disney Way UC (SB)","16'-6"""
"-76.3008417","36.83093889","Downtown Tunnel EBL","16'-6"""
"-76.31840278","37.00050833","Hampton Roads Bridge Tunnel EBL","16'-6"""
"-77.677081","40.156042","Kittatinny Tunnel EB","16'-6"""
"-77.661994","40.150033","Kittatinny Tunnel WB","16'-6"""
"-75.655772","40.784917","Lehigh Tunnel SB","16'-6"""
"-76.41077222","36.95937222","Monitor Merrimac Memorial Bridge Tunnel","16'-6"""
"-86.6858","36.111583","Nashville International Airport Runway Tunnel","16'-6"""
"-107.305833","39.561389","No Name Eastbound","16'-6"""
"-83.3596","42.2002","Runway 9, Taxiway J and T","16'-6"""
"-83.3498","42.2317","Taxiway F","16'-6"""
"-77.854208","40.090646","Tuscarora Tunnel EB","16'-6"""
"-77.835539","40.087633","Tuscarora Tunnel WB","16'-6"""
"-81.12508","37.28245","East River Mountain Tunnel","16'-8"""
"-81.12180278","37.26700278","East River Mountain Tunnel","16'-8"""
"-75.211831","39.881232","Ft. Mifflin Road Tunnel","16'-8"""
"-122.174812","47.58072","I-90 OVER S-E RAMP TUNNEL","16'-8"""
"-107.305833","39.561667","No Name Westbound","16'-8"""
"-105.4492","38.9158","11 Mile #3","16'-9"""
"-117.7470335","33.78327355","133/N241-S133 Connector Separation","16'-9"""
"-122.227776","47.6355553","84TH AVE NE OVER SR 520","16'-9"""
"-122.21862002","37.85497017","Caldecott Tunnel Bore 4","16'-9"""
"-122.229996","47.5866661","N-W RAMP TUNNEL","16'-9"""
"-117.71997854","33.7182229","N125-W54 Connector UC","16'-9"""
"-122.310181","47.59135","S-E RAMP �TUNNEL","16'-9"""
"-94.189833","35.76425",,"16'-9"""
"-82.25263","37.91263","Breeden Tunnel","16'-10"""
"-122.173988","47.579937","I-90 OVER N-W RAMP TUNNEL","16'-10"""
"-74.755","40.18833","NJ 29 NB Highway Tunnel","16'-10"""
"-122.264641","47.83006","S-S RAMP OVER S-E RAMP","16'-10"""
"-122.21801","47.6406136","92ND AVE NE OVER SR 520","16'-11"""
"-116.257336","47.26995","CM&PS Tunnel 37; Herrick","16'-11"""
"-109.46801111","41.53568611","Green River Tunnel - EBL","16'-11"""
"-93.21474444","44.91607222","MINNEHAHA TUNNEL","16'-11"""
"-122.33","47.6083336","S-COL RAMP UNDER PLAZA","16'-11"""
"-122.27239722","37.88957778","Solano-Sutter Street Tunnel","16'-11"""
"-115.7855","40.8295","Airport runway Elko","17'-0"""
"-115.1457","36.072","Airport runway LV","17'-0"""
"-115.079","36.0722","Airport runway LV","17'-0"""
"-119.948","39.046","Cave Rock Tunnel","17'-0"""
"-123.50865","43.6554","Elk Creek Tunnel, Hwy 45","17'-0"""
"-107.194167","39.586389","Hanging Lake Eastbound","17'-0"""
"-83.6843","36.60308456","CUMBERLAND GAP TUNNEL","17'-2"""
"-107.194444","39.586667","Hanging Lake Westbound","17'-2"""
"-122.45414167","37.80341944","Northbound 101 Main Post Tunnel","17'-2"""
"-121.19722","48.7016678","TUNNEL","17'-2"""
"-109.69002778","41.53586944","Green River Tunnel - WBL","17'-3"""
"-118.81092222","34.10528056","Kanan Road Southbound","17'-3"""
"-122.135864","47.6391945","NE 36TH ST OVER SR 520","17'-3"""
"-104.898056","38.794444",,"17'-3"""
"-117.01871387","32.69042303","Disney Way UC (NB)","17'-4"""
"-104.8983","38.7944","Gold Camp #2","17'-4"""
"-148.839","60.7856","Portage Creek Tunnel","17'-4"""
"-106.775","37.548333","Wolf Creek","17'-5"""
"-82.38811","38.39875","Norwood Road Tunnel","17'-6"""
"-77.07371111","38.8987","Rosslyn Tunnel","17'-6"""
"-122.48541723","37.843268","Waldo Tunnel","17'-6"""
"-95.2117132","29.72232057","Washburn Tunnel","17'-6"""
"-121.91554766","37.35129276","Airport Blvd On-Ramp UC","17'-9"""
"-117.72368068","33.71074631","Polk-Orange Avenue Tunnel","17'-9"""
"-121.982719","45.64086","RR TUNNEL OVER SR 14","17'-9"""
"-65.87111","18.01","Vicente Morals Tunnel","17'-10"""
"-65.87083","18.01","Vicente Morals Tunnel","17'-10"""
"-115.772661","47.272906","CM&PS Tunnel 35; Stetson #2","17'-11"""
"-84.36645","33.84601","Financial Center Tunnel","18'-0"""
"-92.08406111","46.79664167","LEIF ERIKSON TUNNEL","18'-0"""
"-122.214447","47.92202","SR 526 OVER E-N RAMP TUN","18'-0"""
"-122.48580134","37.8432135","Waldo Tunnel","18'-0"""
"-122.227333","47.58572","LUTHER BURBANK LID","18'-2"""
"-75.192467","39.976208","Rock Tunnel over Kelly Drive","18'-2"""
"-122.6972361","45.51577222","Vista Ridge Tunnel, Hwy 47 EB","18'-2"""
"-122.238335","47.6372223","EVERGREEN POINT ROAD LID","18'-3"""
"-85.69553381","38.24323626","Cochran Hill","18'-4"""
"-81.67054","37.47616","Twin Branch Tunnel","18'-6"""
"-111.5612","40.361","SR-189EB Tunnel at Wildwood in Provo Canyon","18'-8"""
"-111.5599","40.363","SR-189WB Tunnel at Wildwood in Provo Canyon","18'-8"""
"-115.748883","47.340903","CM&PS Tunnel 31; Glade Creek #1","18'-9"""
"-115.753844","47.332369","CM&PS Tunnel 32; Glade Creek #2","18'-9"""
"-115.760111","47.320864","CM&PS Tunnel 33; Kyle","18'-9"""
"-83.3468","42.2178","Runway 9, Taxiway V","18'-9"""
"-122.721539","45.528619","Cornell Tunnel #1, NW Cornell Rd","18'-10"""
"-122.716025","45.531219","Cornell Tunnel #2, (West), NW Cornell Rd","18'-10"""
"-115.776578","47.265729","CM&PS Tunnel 36; Stetson #3","19'-0"""
"-107.161389","39.602778","Hanging Lake Reverse Curve","19'-3"""
"-86.81586","33.471137","Palisades Drive Tunnel","19'-3"""
"-115.741931","47.344706","CM&PS Tunnel 30; Deer Creek #2","19'-6"""
"-115.775178","47.299317","CM&PS Tunnel 34; Stetson #1","19'-6"""
"-104.8856","38.7983","Gold Camp #1","19'-6"""
"-122.6971889","45.515975","Vista Ridge Tunnel, Hwy 47 WB","19'-6"""
"-105.105278","38.547222",,"19'-6"""
"-104.885556","38.798333",,"19'-6"""
"-122.46951609","37.7925856","Presidio Tunnel","19'-9"""
"-123.346863","48.10653","US 101 OVER DEER PARK LOOP","20'-0"""
"-118.81325278","34.07263056","Kanan Dume Road SB Tunnel","20'-2"""
"-108.270278","39.196111","Beavertail Westbound","20'-9"""
"-121.13551944","38.87569722","Newcastle Tunnel","20'-9"""
"-90.18584","38.62127685","SOUTH TUNNEL","20'-10"""
"-90.01647","38.62758255","NORTH TUNNEL","21'-0"""
"-90.18497","38.62335968","MIDDLE TUNNEL","21'-5"""
"-106.76466666","35.73352777","Gilman Tunnel #1","21'-6"""
"-106.76452777","35.73438888","Gilman Tunnel #2","21'-6"""
"-108.27","39.195833","Beavertail Eastbound","21'-9"""
"-106.76508888","35.73487222","Gillman Tunnel","21'-9"""
"-118.35191389","34.43143056","Soledad Canyon Road Tunnel","21'-9"""
"-115.667624","47.36088","Old Milwaukee Road Railroad Trail Tunnel","22'-0"""
"-115.59465","47.403033","Dominion Tunnel No. 19","22'-0"""
"-115.844897","47.202821","Fishhook","22'-0"""
"-106.76819444","35.73391666","Gillman Tunnel","22'-0"""
"-157.81541944","21.40202222","Hospital Rock Tunnel (Outbound)","22'-0"""
"-118.80422778","34.10824722","Kanan Road Northbound","22'-0"""
"-77.78768","39.27014","Bloomery Road Tunnel","22'-4"""
"-109.97867778","42.88166389","Wildlife Overpass","22'-8"""
"-115.66045","47.4331","Borax","22'-9"""
"-91.55206389","47.09564722","LAFAYETTE BLUFF TUNNEL","22'-11"""
"-110.078251","42.912778","Wildlife Overpass","23'-0"""
"-116.8555","44.988778","Copperfield Tunnel, Homestead Rd.","25'-0"""
"-83.30259","38.03819","Little Lick Branch Tunnel","25'-3"""
"-117.22324","43.67473","Owyhee Tunnel, Owyhee Lake Rd","27'-0"""
"-157.81468056","21.40157778","Hospital Rock Tunnel (Inbound)","27'-3"""
"-91.59422222","47.06780556","SILVER CREEK CLIFF TUNNEL","28'-11"""
"-122.48588161","37.83905969","Fort Cronkhite Tunnel UC","44'-8"""
