longitude,latitude,campsite_name,phone_number,street_address,city,state_province,postal_code,country
-100.542171,42.868534,Wacky West Travel Park (GNP),(402) 376-1771,702 E C St,Valentine,NE,69201,USA
-71.622728,43.687911,Ames Brook Campground (GNP),(603) 968-7998,104 Winona Rd,Ashland,NH,3217,USA
-71.593603,44.49613,Riverside Camping & RV Resort (GNP),(603) 631-7433,94 Bridge St,Lancaster,NH,3584,USA
-71.722303,42.973871,Friendly Beaver Campground (GNP),(603) 487-5570,88 Cochran Hill Rd,New Boston,NH,3070,USA
-58.802135,48.250291,Pirate's Haven RV Park (GNP),(709) 649-0601,229 Main Rd,Robinsons,NL,A0N 1V0,CAN
-107.761481,32.429951,Hidden Valley Ranch RV Resort (GNP),(575) 546-3071,12100 Hidden Valley Rd NW,Deming,NM,88030,USA
-106.33945,35.104105,Hidden Valley Resort,(505) 281-3363,8448 Hwy 333,Tijeras,NM,87059,USA
-65.508755,44.759169,Dunromin Campground (GNP),(902) 532-2808,4618 Hwy 1,Annapolis Royal,NS,B0S 1K0,CAN
-60.858907,46.088675,Adventures East Campground,(902) 295-2417,9585 Hwy 105,Baddeck,NS,B0E 1B0,CAN
-61.048258,46.608365,Plage St Pierre Beach Campground (GNP),(902) 224-2112,635 Cheti Camp Island Rd,Cheticamp,NS,B0E 1Ho,CAN
-64.340981,44.488979,Rayport Campground (GNP),(902) 627-2678,165 Shingle Mill Rd,Martin's River,NS,B0J 2E0,CAN
-66.048763,43.77905,Castle Lake Campground (GNP),(902) 749-1739,83 Comeaus Hill Rd,Melbourne,NS,B0W 1B0,CAN
-63.288481,45.286523,Scotia Pines Campground (GNP),(877) 893-3666,1911 Hwy 2,Truro,NS,B0N 1C0,CAN
-115.981566,36.210989,Preferred RV Resort,(775) 727-6429,1801 Crawford Way,Pahrump,NV,89048,USA
-119.275532,38.837564,Walker River Resort,(775) 465-2573,700 Hudson Way,Smith,NV,89430,USA
-75.9682304,44.2987306,Swan Bay Resort (GNP),(315) 482-7926,43615 SR 12,Alexandria Bay,NY,13607,USA
-78.283969,42.646858,Faun Lake,(585) 457-3301,5124 Pleasant Valley Rd,Bliss,NY,14024,USA
-73.738213,43.550429,Schroon River Escape Kodges & RV,(518) 623-3954,969 E Schroon River Rd,Diamond Point,NY,12824,USA
-78.696031,42.349367,Allegany Mountain Resort,(716) 376-4144,6994 Plato Road,East Otto,NY,14729,USA
-73.818104,43.146293,Saratoga Escape Lodge & RV,(518) 893-0537,265 Brigham Rd,Greenfield,NY,12833,USA
-78.509117,42.613684,Three Valley Resort,(716) 537-2372,9766 Olean Rd,Holland,NY,14080,USA
-78.385082,42.662509,Beaver Meadow Family Campground (GNP),(585) 457-3101,1455 Beaver Meadow Rd,Java Center,NY,14082,USA
-78.853284,43.205788,Niagara's Lazy Lakes Resort,(800) 874-2957,4312 Church Rd,Lockport,NY,14094,USA
-76.045503,43.404508,Bass Lake Resort (Travel Resorts of America),(315) 728-9437,132 Crim Rd,Parish,NY,13131,USA
-73.4012,43.5608,Champs RV Resort,(518) 499-5055,1 Main St,Whitehall,NY,12887,USA
-80.542987,41.635691,Holiday Camplands,(440) 293-7116,4273 Pymatuning Lake Rd,Andover,OH,44003,USA
-81.0982,41.0993,Leisure Lake,(330) 953-9314,5393 SR 225,Diamond,OH,44412,USA
-80.780419,41.640725,Millbrook Outdoor Resort,(440) 294-3991,4051 SR 45 S,Jefferson,OH,44047,USA
-81.485862,40.189536,Rocky Fork Ranch [Travel Resorts of America],(800) 370-1645,74978 Broadhead Rd,Kimbolton,OH,43749,USA
-82.190179,40.591996,Wally World Resort (Travel Resorts of Ohio),(419) 994-4828,16121 CR 23,Loudonville,OH,44842,USA
-81.961564,39.045401,Kountry Resort Campground,(740) 992-6488,44705 Resort Rd,Racine,OH,45771,USA
-83.376374,38.666416,Sandy Springs Campground (GNP),(701) 640-7858,27719 Hwy 52,Stout,OH,45684,USA
-84.162593,40.559414,Arrowhead Lakes,(419) 738-5000,14296 Cemetery Rd,Wapakoneta,OH,45895,USA
-94.987783,36.552357,Pelican Landing,(918) 782-3295,32100 Hwy 85,Afton,OK,74331,USA
-95.527979,35.353084,Terra Starr Park,(918) 689-7094,420589 E 1147 Rd,Checotah,OK,74426,USA
-94.814284,36.620042,Eagle's Landing,(918) 786-6196,25301 Hwy 59 N,Grove,OK,74344,USA
-94.8617,36.5447,Pine Island RV Resort,(918) 786-9071,32501 South 571 Rd,Jay,OK,74346,USA
-96.58461,34.056291,Texoma Shores Resort [Ocean Canyon Properties],(580) 795-3828,16022 Cumberland Cove Rd,Madill,OK,73446,USA
-97.142953,33.785091,Red River Ranch RV,(580) 276-4411,19691 Hwy 77,Thackerville,OK,73459,USA
-79.807696,44.167426,Nicolston Dam RV Park (GNP),(705) 435-7946,5140 5th Line Essa,Alliston,ON,L9R 1V2,CAN
-74.399011,45.21685,Maplewood Acres RV Park (GNP),(613) 347-2130,21848 Concession Rd 3,Bainsville,ON,K0C 1E0,CAN
-79.361213,45.025275,Santa's Whispering Pines Campground (GNP),(705) 645-5682,1623 Golden Beach Rd,Bracebridge,ON,P1L 1W8,CAN
-77.624197,44.03451,North Shore RV Park (GNP),(613) 475-2036,1675 CR 64,Carrying Place,ON,K0K 1L0,CAN
-77.625124,45.382297,Pine Cliff Resort (GNP),(888) 756-3014,21 Allingham Ln,Combermere,ON,K0J 1L0,CAN
-92.81959,49.78711,Northwestern Tent and RV Park (GNP),(807) 223-4945,559 Government St,Dryden,ON,P8N 2Y8,CAN
-80.0767648,43.3860442,Flamboro Valley Camping Resort (GNP),(905) 659-5053,1158 Hwy 97,Flamborough,ON,N0B 2J0,CAN
-87.184434,49.711129,Wild Goose Lake Campground (GNP),(866) 465-4404,8 Kueng's Rd,Geraldton,ON,P0T 1M0,CAN
-80.9159905,44.2069363,Saugeen Springs RV Park (GNP),(519) 369-5136,173844 Mulock Rd,Hanover,ON,N4N 3B9,CAN
-91.6524925,49.4100223,Davy Lake Campground (GNP),(877) 374-3113,400 Davy Lake Rd,Ignace,ON,P0T 1T0,CAN
-78.273361,44.428897,Lakefield Campground (GNP),(705) 652-8610,59 Hague Blvd,Lakefield,ON,K0L 2H0,CAN
-75.793753,44.524962,Happy Green Acres Campground (GNP),(343) 264-2468,2 Green Acres Rd,Mallorytown,ON,K0E 1R0,CAN
-81.871788,45.756846,Manitoulin Resort (GNP),(705) 859-3550,152 Holiday Haven Rd,Manitowaning,ON,P0P 1N0,CAN
-78.7161072,46.3116978,Sid Turcotte Park (GNP),(705) 744-5375,750 Mattawan St,Mattawa,ON,P0H 1V0,CAN
-81.403652,45.09785,Summer House Park (GNP),(519) 795-7712,197 Miller Lake Shore Rd,Miller Lake,ON,H0H 1Z0,CAN
-80.137636,44.087757,Primrose Park (GNP),(519) 925-2848,635687 Hwy 10,Mono,ON,L9V 0Z8,CAN
-75.1042375,44.9476378,Upper Canada Campground (GNP),(613) 543-2201,13390 Upper Canada Rd,Morrisburg,ON,K0C 1X0,CAN
-79.1461669,43.0895177,Scott's Family RV Park (GNP),(800) 649-9497,8845 Lundy's Ln,Niagara Falls,ON,L2H 1H5,CAN
-79.1202772,43.0498023,Yogi Bear's Jellystone Park (GNP),(800) 263-2570,8676 Oakwood Dr,Niagara Falls,ON,L2G 0J2,CAN
-88.31901,49.011736,Stillwater Park Campground (GNP),(807) 887-3701,358 Trans-Canada Hwy,Nipigon,ON,P0T 2J0,CAN
-75.574864,45.291145,Camp Hither Hills (GNP),(613) 822-0509,5227 Bank St,Ottawa,ON,K1X 1H2,CAN
-84.294943,46.601496,Glenview Campground (GNP),(705) 759-3436,2611 Great Northern Rd,Sault Ste Marie,ON,P6A 5K7,CAN
-82.601435,46.211253,Serperent River Campground (GNP),(705) 849-2210,4696 Hwy 17 W,Spragge,ON,P0R 1K0,CAN
-79.969502,46.348943,Sturgeon Falls KOA (GNP),(705) 753-5759,818 lalande Rd,Sturgeon Falls,ON,P2B 2V4,CAN
-82.113306,42.978668,Country View Motel and RV (GNP),(519) 845-3394,4569 London Line,Wyoming,ON,N0N 1T0,CAN
-121.458894,43.750182,Cascade Meadows RV Resort,(541) 536-2244,53750 Hwy 97,LaPine,OR,97739,USA
-123.96315,44.880949,Chinook Bend RV Resort,(541) 996-2032,2920 Siletz Hwy,Lincoln City,OR,97367,USA
-123.97519,45.093138,Neskowin Creek RV Resort,(503) 392-3355,50500 Hwy 101,Neskowin,OR,97149,USA
-123.9227,45.6884,Paradise Cove Resort (Advance Resorts of America),(503) 368-6581,32455 Hwy 101 N,Rockaway Beach,OR,97136,USA
-123.384088,42.629997,Sunny Valley RV Park & Campground (GNP),(541) 479-0209,140 Old Stage Rd,Sunny Valley,OR,97497,USA
-78.021293,41.56846,Austin Campground (GNP),(800) 878-0889,364 Nelson Run Rd,Austin,PA,16720,USA
-79.34413,40.067747,Roaring Run Resort,(724) 593-7837,194 Tannery Rd,Champion,PA,15622,USA
-77.259916,39.780017,Gettysburg Battlefield Resort (Travel Resorts of America),(717) 337-3363,1960 Emmitsburg Rd,Gettysburg,PA,17325,USA
-63.673078,46.25427,Jellystone Park PEI (GNP),(844) 734-9644,23714 Trans Canada Hwy,Borden-Carleton,PEI,C0B 1X0,CAN
-63.372319,46.484092,Marco Polo Land (GNP),(902) 963-2352,7406 Rte 13,Cavendish,PEI,C0A 1N0,CAN
-63.66124,46.560556,Twin Shores Camping Area (GNP),(902) 836-4142,702 Lower Darnley Rd,Darrnley,PEI,C0B 1M0,CAN
-71.832035,45.242813,Camping de Compton,(819) 835-5277,24 Chemin de la Station,Compton,QC,J0B 1L0,CAN
-71.051286,46.811971,Camping Transit (GNP),(418) 838-0948,600 Chemin St Roch,Levis,QC,G6Y 0W3,CAN
-78.750772,33.795393,Briarcliffe RV Resort,(843) 272-2730,10495 N Kings Hwy,Myrtle Beach,SC,29572,USA
-78.999306,33.686756,Cypress Camping Resort,(843) 293-0300,101 Cypress RV Way,Myrtle Beach,SC,29588,USA
-103.201888,43.818817,Heartland RV Park (GNP),(605) 255-5460,24743 Hwy 79,Hemosa,SD,57744,USA
-103.2024191,43.8458556,Southern Hills RV Park & Campground (GNP),(605) 939-7609,24549 Hwy 79,Hermosa,SD,57744,USA
-103.3272,43.9731,Rushmore Shadows Resort (Midwest Outdoor Resorts),(605) 399-7899,23680 Busted Five Ct,Rapid City,SD,57702,USA
-103.46579,44.363405,No Name Luxury Cabins & RV (GNP),(605) 347-8891,20899 Pleasant Valley Dr,Sturgis,SD,57785,USA
-82.249665,36.527631,Shadrack Campground (GNP),(423) 217-1181,2537 Volunteer Pkwy,Bristol,TN,37620,USA
-85.062363,35.809637,Breckenridge Lake Resort,(931) 788-1873,395 Oak Park Circle,Crossville,TN,38572,USA
-88.794816,35.223499,Big Buck Camping Resort,(731) 658-2246,205 Sparks Rd,Hornsby,TN,38044,USA
-83.5889528,35.8016191,Creekside RV Park (GNP),(865) 428-4801,2475 Henderson Springs Rd,Pigeon Forge,TN,37863,USA
-98.092586,26.178192,Acacia RV Park (GNP),(956) 464-4080,89 E Business Hwy 83,Alamo,TX,78516,USA
-98.991515,29.617372,Holiday Villages of Medina (Texas Resort Company),(830) 796-8141,234 Private Rd,Bandera,TX,78003,USA
-97.459781,25.958997,Brownsville Winter Haven Resort,(956) 831-7755,3501 Old Port Isabel Rd,Brownsville,TX,78526,USA
-97.571485,25.957687,River Bend Country Club,(956) 548-0194,4541 US Military Hwy 281<,Brownsville,TX,78520,USA
-99.051633,31.798161,The Hideout Resort,(325) 784-4653,6284 M 2632,Brownwood,TX,76801,USA
-95.854545,32.573694,Mill Creek Ranch RV and Cottage Resort (GNP),(903) 567-7275,2102 N Trade Days Blvd,Canton,TX,75103,USA
-98.155822,26.547587,Lazy Palms Ranch (GNP),(956) 383-1020,35100 Lazy Palms Dr,Edinburg,TX,78541,USA
-95.142287,29.055225,Blue Water Resort (GNP),(979) 239-4301,11511 Blue Water Way,Freeport,TX,77541,USA
-97.74487,32.238842,Oakdale Park (GNP),(254) 897-2321,1019 NE Barnard St,Glen Rose,TX,76043,USA
-97.721388,32.251553,Tres Rios RV River Resort and Campground (Ocean Canyon Properties),(254) 897-4253,2322 CR 312,Glen Rose,TX,76043,USA
-99.110085,29.99703,Triple T RV Resort (GNP),(830) 634-3000,3900 Bandera Hwy,Kerrville,TX,78028,USA
-98.37025,32.512532,Cactus Rose RV Park (GNP),(254) 693-5967,115 W I-20,Mnigus,TX,76463,USA
-101.719077,34.222492,The Hitchin' Post RV Park (GNP),(806) 789-3066,4018 N I-27,Plainview,TX,79072,USA
-95.2804,30.5486,Hillcrest RV Park,(936) 767-4101,5260 Hwy 150 W,Pumpkin,TX,77358,USA
-100.8604,33.860175,Roaring Springs Ranch Club,(806) 348-7292,1001 FM 3203,Roaring Springs,TX,79256,USA
-97.030987,28.103582,Bay View,(361) 288-4723,5451 Hwy 35 N,Rockport,TX,78382,USA
-102.068385,36.327338,Star of Texas RV Park (GNP),(806) 366-7827,5680 Hwy 15,Stratford,TX,79084,USA
-94.6008525,32.3396959,Amazing Texas Resort (GNP),(936) 204-0397,17506 FM 782 N,Tatum,TX,75691,USA
-95.3106,30.9398,Marina Village Resort,(936) 594-0149,176 E Westwood Dr,Trinity,TX,75862,USA
-97.341928,31.993613,Whitney Resorts,(254) 694-4023,255 Suncountry Dr,Whitney,TX,76692,USA
-95.551492,30.45101,Waters Edge,(936) 856-2949,12922 Longstreet Rd,Willis,TX,77318,USA
-101.998028,33.514284,Mesa Verde RV Park (GNP),(806) 773-3135,503 E Hwy 62,Wolfforth,TX,79382,USA
-112.593625,39.351474,Antelope Valley RV Park,(702) 413-9321,776 W Main St,Delta,UT,84624,USA
-111.889771,40.51042,Mountain Shadows RV Park (GNP),(801) 571-4024,13275 S Minuteman Dr,Draper,UT,84020,USA
-110.491773,40.172311,Campground by Osiris-Lakeside Park,(435) 738-2044,8850 S 26500 W,Duchesne,UT,84021,USA
-111.418582,39.598064,Skyline Mountain Resort,(435) 427-9590,22130 N 11750 E,Fairview,UT,84629,USA
-111.42176,39.50537,Camperworld by Osiris- - Pleasant Creek,(800) 959-0722,2903 S 1700 E,Mount Pleasant,UT,84647,USA
-111.728176,40.236199,Lakeside RV Campground (GNP),(801) 373-5267,4000 W center St,Provo,UT,84601,USA
-111.855,38.9434,Butch Cassidy RV Campground,(435) 529-7400,1050 s State,Salina,UT,84654,USA
-113.582323,37.091493,McArthur's Temple View RV Resort (GNP),(435) 673-6400,975 Main St,St George,UT,84770,USA
-78.289203,38.90575,Skyline Ranch Resort,(540) 636-6061,751 Mountain Rd,Front Royal,VA,22630,USA
-77.864307,36.558259,Lakeside Resort,(434) 577-2194,300 Lake Resort Dr,Gasburg,VA,23057,USA
-78.13772,38.0842,Shenandoah Crossing Resort,(540) 832-9506,174 Horseshoe Circle,Gordonsville,VA,22942,USA
-79.123636,37.988466,Stoney Creek Resort,(540) 337-1510,277 Lake Dr,Greenville,VA,24440,USA
-77.654884,38.309829,Wilderness Presidential Resorts,(540) 972-7471,9220 Plank Rd,Spotsylvania,VA,22553,USA
-75.973164,36.729623,Indian Cove Resort,(757) 426-2601,1053 Sandbridge Rd,Virginia Beach,VA,23456,USA
-117.564488,47.653357,Northern Quest RV Resort (GNP),(583) 702-2028,303 S Kalispel Way,Airway Heights,WA,99001,USA
-122.753812,48.906861,Beachwood Resort,(360) 371-5006,5001 Bay Rd,Birch Bay,WA,98230,USA
-117.541523,47.583627,Ponderosa Falls Resort (K/M Resorts of America),(800) 494-7275,7520 S Thomas Mallen Rd,Cheney,WA,99004,USA
-123.9407,46.269083,Columbia Shores RV Park (K/M Resorts of America),(360) 777-8581,706 Hwy 101,Chinook,WA,98614,USA
-117.196758,46.414549,Chief Timothy Park (GNP),(509) 758-9580,13766 Hwy 12,Clarkston,WA,99403,USA
-120.932909,47.181459,Whispering Pines RV Park (GNP),(509) 674-7278,100 Whispering Pines Dr,Cle Elum,WA,98922,USA
-124.175814,47.111242,Copalis Beach Resort (Sunrise Resorts),(360) 289-4278,14 Heath Rd,Copalis Beach,WA,98535,USA
-117.442867,47.965383,Spokane RV Resort (GNP),(877) 276-1555,1205 N Country Club Dr,Deer Park,WA,99006,USA
-121.186725,47.246208,Lake Easton Resort (Sunrise Resorts),(509) 656-2255,581 Lake Easton Rd,Easton,WA,98925,USA
-123.388064,47.00189,Elma RV Park (GNP),(360) 482-4053,4730 Hwy 12,Elma,WA,98541,USA
-123.386955,47.008914,Travel Inn Resort (K/M Resorts of America),(360) 482-3877,801 E Main,Elma,WA,98541,USA
-119.729728,47.481246,Rimrock Meadows,(509) 632-9800,4177 Tumbleweed Way,Ephrata,WA,98823,USA
-122.585269,48.870963,The Cedars RV Resort (Holiday Trails Resorts) (GNP),(360) 384-2622,6335 Portal Way,Ferndale,WA,98248,USA
-123.187598,47.410785,Dow Creek Resort (Sunrise Resorts),(360) 877-5022,2670 N Lake Cushman Rd,Hoodsport,WA,98548,USA
-123.13165,47.419533,Glen Ayr Resort (GNP),(360) 877-9522,25381 N Hwy 101,Hoodsport,WA,98548,USA
-124.049323,46.310863,Eagle's Nest RV Resort (Sunrise Resorts),(360) 642-8351,700 W North Head Rd,Ilwaco,WA,98624,USA
-122.030637,47.535694,Issaquah Village RV Park (GNP),(425) 392-9233,650 1st Ave NE,Issaquah,WA,98027,USA
-118.076978,48.606422,Grandview Inn & RV Park (GNP),(509) 738-6733,978 Hwy 395 N,Kettle Falls,WA,99141,USA
-124.053988,46.390094,Pacific Holiday RV Resort (Sunrise Resorts),(360) 642-2770,12109 Pacific Way,Long Beach,WA,98631,USA
-119.327697,47.101914,Pier 4 RV Resort (Sunrise Resorts),(509) 765-6319,3400 Sage Rd,Moses Lake,WA,98837,USA
-119.343661,47.108162,Suncrest RV Park (GNP),(509) 765-0355,303 Hansen Rd,Moses Lake,WA,99837,USA
-122.351656,48.422812,Mount Vernon RV Park (GNP),(800) 385-9895,1229 Memorial Hwy,Mount Vernon,WA,98273,USA
-117.040838,48.186384,Old American Kampground (K/M Resorts of America),(509) 447-3663,701 N Newport Ave,Newport,WA,99156,USA
-117.533202,47.795227,Willow Bay Resort (Advanced Resorts of America),(509) 276-2350,6607 Hwy 291,Nine Mile Falls,WA,99026,USA
-124.1631,47.0551,Ocean Breeze RV Resort [K/M Resorts of America],(360) 289-0628,2428 SR 109,Ocean City,WA,98569,USA
-119.320181,46.965904,MarDon Resort on Potholes Reservoir (GNP),(509) 346-2651,8198 Hwy 262 SE,Othello,WA,99344,USA
-119.345855,46.970009,O'Sullivan Sportsman Resort,(509) 346-2447,6897 Hwy 262 SE,Othello,WA,99344,USA
-123.553537,48.097565,Elwha Dam RV Park (GNP),(360) 452-7054,47 Lower Dam Rd,Port Angeles,WA,98363,USA
-122.593738,47.706342,Cedar Glen RV Park (GNP),(360) 779-4305,16300 NE Hwy 305,Poulsbo,WA,98370,USA
-121.777764,46.534424,Cascade Peaks,(360) 494-7931,11519 Hwy 12,Randle,WA,98377,USA
-121.955774,46.530068,Maple Grove Resort (K/M Resorts of America),(360) 497-2742,175 SR 131,Randle,WA,98377,USA
-118.666498,48.679198,Winchester RV Park (GNP),(509) 775-1039,8 W Curlew Lake Rd,Republic,WA,99166,USA
-121.468509,48.511591,Glacier Peak Resort (GNP),(360) 873-2250,58468 Clark Cabin Rd,Rockport,WA,98283,USA
-122.929853,48.088137,Diamond Point Resort (K/M Resorts of America),(360) 681-0590,294 Industrial Pkwy,Sequim,WA,98382,USA
-120.135427,48.390548,Riverbend RV Park (GNP),(509) 997-3500,19961 Hwy 20,Twisp,WA,98856,USA
-118.712857,47.760906,Country Lane Campground (GNP),(509) 647-0100,14 Portland St NW,Wilbur,WA,99185,USA
-118.698266,47.756149,Goose Creek RV Park (GNP),(509) 647-5888,712 SE Railroad Ave,Wilbur,WA,99185,USA
-89.14243,45.914388,Chain-O-Lakes Resort Park,(715) 479-6708,3165 Campground Rd,Eagle River,WI,54521,USA
-88.766845,44.921526,Captain's Cove Resort and Country Club,(715) 787-3909,N 9099 Big Lake Rd,Gresham,WI,54128,USA
-89.349001,45.63056,West Bay Camping Resort,(715) 362-3481,4330 S Shore Dr,Rhinelander,WI,54501,USA
-87.336195,44.95393,Harbour Village Resort,(920) 743-0274,5840 Hwy 42 N,Sturgeon Bay,WI,54235,USA
-89.848236,43.612624,Christmas Mountain Village Campground,(608) 254-3940,944 Christmas Mountain Rd,Wisconsin Dells,WI,53965,USA
-109.733509,42.758952,Wind River View Campground,(307) 537-5453,8889 Hwy 191,Boulder,WY,82923,USA
-110.947713,41.270813,Phillips RV Park (GNP),(307) 789-3805,225 Bear River Dr,Evanston,WY,82930,USA