State,HWY #,Location,Height,Inches,Posted,Height.1
CO,"US 6 EB (6th 
Ave)","Denver - CO 88 (Federal Blvd) Overpass, Milepost 283.66",14.0,3.0,,
CO,"US 6 WB (6th 
Ave)","Denver - 0.4 miles West of CO 88 (Federal Ave.) at Knox Ct. Overpass, Milepost 
283.58",14.0,6.0,,
CO,"US 6 WB (6th 
Ave)","Denver - CO 88 (Federal Blvd) Overpass, Milepost 283.66",14.0,2.0,,
PA,PA 100,Chadds Ford- 0.3 Mile South of US 1,10.0,10.0,,
PA,PA 108,New Castle- at Mahoning River Bridge,11.0,6.0,,
PA,PA 168,Maravia- Between PA 18 and Beaver River,12.0,6.0,,
OR,"OR 180 (Ed-
dyville Blodgett 
HWY)",Eddyville- Approximately 6 Miles East of Junction US 20,12.0,5.0,,
OR,"OR 260 (Rogue 
River Loop HWY)",Merlin- Approximately 4 Miles Southwest of Robertson Bridge,12.0,6.0,,
OR,OR 99W NB,Corvallis- 0.6 Mile East of Junction US 20 at Mary’s River Bridge,12.0,9.0,,
NE,"NE 133 (90th 
Street)",Omaha - 0.2 miles South of NE 64 (Maple St) at Lake St.,13.0,7.0,,
NE,NE 2/US 385,Alliance,13.0,11.0,,
NE,NE 31,Gretna - US 6 and Dodge St.,14.0,4.0,,
NE,NE 71,Kimball - 0.2 miles North of US 30,13.0,6.0,,
NE,US 275,at Jct. US 6 and NE 31,14.0,0.0,,
NE,US 30 SB,Columbus - 1 mile South at Loup River Bridge,14.0,4.0,,
NE,US 6,Emerald,14.0,5.0,,
NE,US 6,Lincoln - 2 miles West,13.0,10.0,,
NE,US 6/NE 31,"Elkhorn - 1 mile South, Link 28B",14.0,4.0,,
NE,US 81 SB,"Columbus - Loup River Bridge, 1 mile South",14.0,4.0,,
NE,US 81 SB,York - at 14th & 15th St.,13.0,11.0,,
WV,WV 28,0.16 Miles South of Maryland State Line,12.0,8.0,,
WV,WV 49,Matewan,11.0,8.0,,
WV,WV 63,Caldwell-0.23,9.0,11.0,,
WV,WV 88,Bethany- 0.9 Miles South of WV 67 at Buffalo Creek Bridge,11.0,9.0,,
MT,"BL Hwy 93/
Orange St",Missoula - 2 Blocks South of I-90 Exit 104 Interchange,13.0,0.0,,
MT,MT 13 W,Wolf Point - Milepost 52.7,14.0,0.0,,
MT,MT 49,East Glacier Park - West of US 2 at Milepost 209.3,13.0,6.0,,
MT,MT 7,Wibaux - Milepost 79.9,13.0,6.0,,
MT,US 191,Big Timber - Milepost 0.79,13.0,8.0,,
MT,US 191,"Malta - South of US 2, Milepost 157.5",13.0,5.0,,
MT,US 212/310,"Laurel - 0.5 miles North of I-90, Milepost 54.5",13.0,3.0,,
MT,US 87 SB,"Black Eagle - 15th St, Milepost 3.70",14.0,0.0,,
MT,US 87 SB,"Great Falls - Smelter Ave., Milepost 3.77",14.0,0.0,,
PA,PA 173,Cochranton- West at French Creek Bridge,13.0,6.0,,
PA,PA 183,Cressona- 1 Mile West of PA 61,11.0,11.0,,
PA,PA 214,Seven Valleys,11.0,3.0,,
PA,PA 217,Blairsville- 0.4 Mile South of US 22/119,13.0,3.0,,
PA,PA 220,Hughesville- Northeast at Muncy Creek Bridge,13.0,4.0,,
PA,PA 221,Taylorstown- 0.9 Mile North of US 40,13.0,2.0,,
PA,PA 222,Quarryville- 0.5 Mile North of PA 372,10.0,0.0,,
PA,PA 225,Dornsife- at mahonoy Creek Bridge,13.0,8.0,,
PA,PA 249,Cowanesque- at Cowanesque River Bridge,13.0,10.0,,
PA,PA 259,Bolivar,9.0,4.0,,
PA,PA 27,Pittsfield- 0.2 Mile West of Junction 6,12.0,9.0,,
PA,PA 284,English Center- 2.1 Miles East of PA 287,11.0,1.0,,
PA,PA 288,Chewton,11.0,1.0,,
PA,PA 288,Wampum,13.0,4.0,,
PA,PA 324,Martic Forge- 0.8 Mile East of Pequea Creek,12.0,0.0,,
PA,PA 329,Northampton- at Lehigh river bridge,12.0,10.0,,
PA,PA 339,Mahanoy City- Just North of PA 54,11.0,6.0,,
PA,PA 340,Bird in Hand- West of Town,13.0,5.0,,
PA,PA 352,Frazer- 0.25 Mile South of US 30,10.0,3.0,,
PA,PA 36,Altoona- 0.2 Mile Northwest of PA 764 (7th Avenue),13.0,6.0,,
PA,PA 36,Punxsutawney- 0.5 Mile West of US 119,13.0,4.0,,
PA,PA 372,Atglen- 1.2 Mile West of PA 41,11.0,2.0,,
PA,PA 38,Hooker- 0.3 Mile South,13.0,6.0,,
PA,PA 412,Bethlehem- 1.5 Mile East of,13.0,3.0,,
PA,PA 413,West Bristol- Just South of US US 13 (Bristol Pike),13.0,4.0,,
PA,PA 420,Prospect Park- 0.4 Mile North of US 13,12.0,8.0,,
PA,PA 438,La Plume- 0.5 Mile East of US 6/11,12.0,1.0,,
PA,PA 441,Middletown- 0.45 Mile South of Junction PA 320,11.0,3.0,,
PA,PA 45,Spruce Creek- Just South of Little Juniata River,8.0,2.0,,
PA,PA 488,Ellport- 1.3 Mile East of PA 65,13.0,2.0,,
PA,PA 488,Wurtemburg- 1.6 Mile North of Slippery rock Creek,11.0,3.0,,
PA,PA 50,Woodrow- 0.5 Mile East,12.0,8.0,,
PA,PA 501,Myerstown- 1 Mile South of Junction US 422,13.0,6.0,,
PA,"PA 51 SB     
(Carson St)",Pittsburgh- Just Northwest of Junciton PA 51/US 19,13.0,5.0,,
WY,Bus. I-25,"Casper- 0.2 Miles South of I-25 Center Street. Int., Milepost 0.44",13.0,5.0,,
WY,WY 96,"La Prelle Int.- Junction I-25, 5 Miles West of Douglas at Milepost 3.11",13.0,0.0,,
WY,XR I-25,at Milepost 131.59,13.0,8.0,,
WY,XR I-25,Barber Int.- at Milepost 154.24,13.0,7.0,,
WY,XR I-25,Powder River Int.- at Milepost 246.56,14.0,0.0,,
WY,XR I-80,Coal Int.- at Milepost 21.75,13.0,9.0,,
WY,XR I-80,Bar Hat Int.- at Milepost 23.12,13.0,11.0,,
WY,XR I-80,French Int.- at Milepost 28.71,13.0,8.0,,
WI,WI 105 EB,Oliver- St. Louis River Bridge at Minnesota State Line,11.0,9.0,,
WI,"WI 145 NB (Fond 
Du Lac Ave)",Milwaukee- 0.2 Miles Northwest of Junction I-43 at 12 Street,13.0,6.0,,
WI,"WI 145 NB, SB 
(Fond Du Lac 
Ave)",Milwaukee- 1.1 Miles Northwest of WI 57 at Locust,13.0,6.0,,
WI,"WI 32 NB (Kin-
nickinnic Rd.)",Milwaukee- 1 Mile South of Junction WI 15/59 (National Avenue),13.0,0.0,,
WI,"WI 32 NB (Kin-
nickinnic Rd.)",Milwaukee- 2.1 Mile North of WI 62,13.0,5.0,,
WI,"WI 32 NB (S 1 
St)",Milwaukee- 0.3 Miles North of Junction WI 15/59 (National Avenue),13.0,6.0,,
WI,"WI 32 NB, SB",South Milwaukee- 2.6 Miles North of Junction WI 100,13.0,1.0,,
WI,"WI 32 NB, SB 
(South 1st Street)",Milwaukee- 0.3 Miles North of Junction WI 15/59 (National Avenue),13.0,6.0,,
WI,"WI 32 SB (Kin-
nickinnic Rd.)",Milwaukee- 1 Mile South of Junction WI 15/59 (National Avenue),13.0,3.0,,
WI,"WI 32 SB (Kin-
nickinnic Rd.)",Milwaukee- 2.1 Mile North of Junction WI 62,13.0,3.0,,
WI,"WI 32 SB (Kin-
nickinnic Rd.)",Milwaukee- 1.2 Mile South of Junction WI 15/59 (National Avenue),13.0,3.0,,
WI,"WI 32 SB (S 1 
St)",Milwaukee- 0.3 Miles North of Junction WI 15/59 (National Avenue),11.0,0.0,,
WI,"WI 51 NB, SB",Plover- 4.5 Miles North of Junction WI 54,13.0,6.0,,
WI,"WI 64 EB, WB","Houlton- St. Croix River Bridge, 0.7 Miles West of WI 95 at Minnesota State Line",13.0,2.0,,
WI,"WI 73 NB, SB",0.3 Miles South of Southern Junction WI 64,13.0,1.0,,
KY,Bus US 45,Fulton,13.0,6.0,,
KY,"KY 1120          
(W. 12th Street)","Covington - I-71/75 overpass, 0.3 miles North of Jefferson Ramp",13.0,5.0,,
KY,KY 139 & KY 293,Princeton - 0.1 miles West of KY 91,12.0,1.0,,
KY,"KY 17         
(Greenup Street)",Covington - near 17th St,13.0,6.0,,
KY,"KY 17          
(Scott Street)",Covington - 17th Street,12.0,3.0,,
KY,KY 177,Butler - 1.1 miles West of US 27,10.0,3.0,,
KY,"KY 2513        
(2nd Street)",Maysville - 100 Ft East of KY 8,12.0,4.0,,
KY,Ky 254,Madisonville - 0.2 miles South of KY 892,13.0,3.0,,
KY,KY 26,Woodbine - 3 miles Southwest,13.0,6.0,,
KY,KY 282,Kentucky Dam Village State Resort Park,13.0,2.0,,
KY,KY 307,Fulton - 0.3 Miles North of Tennessee State Line,10.0,0.0,,
KY,KY 307,Fulton - 1.1 Miles West of US 27,12.0,9.0,,
KY,KY 40,Paintsville - 0.75 miles east of fUS 23/460,13.0,5.0,,
KY,KY 52,Beattyville - 0.3 mile west of KY 11,13.0,4.0,,
KY,KY 57,2.3 miles West of KY 627,13.0,4.0,,
KY,KY 7,Colson - 3 miles East,12.0,10.0,,
KY,KY 7,Garrett - at KY 80 Overpass,12.0,2.0,,
KY,KY 70,Eubank - 1.2 miles West of US 27,11.0,10.0,,
KY,KY 8 (4th Street),Newport - Covington - Licking River Bridge,13.0,6.0,,
KY,KY 8 (Elm Street),Ludlow,13.0,6.0,,
KY,KY 867 EB,Royalton - 1.5 miles West,8.0,0.0,,
KY,KY 867 WB,Royalton - 1.5 miles West,13.0,3.0,,
KY,KY 9,Newport - South of 12th St,13.0,2.0,,
KY,KY 94,Fulton - North 0.1 miles West of KY 307,11.0,6.0,,
KY,"US 25             
(Dixie Hwy)",Erlanger - 0.1 miles Northeast at Jct KY 236,13.0,6.0,,
KY,"US 25             
(W. 12th Street)","Covington - I71-75 Overpass, 0.3 miles North of Jefferson St. Ramp",13.0,5.0,,
KY,US 25 W,Corbin - 0.5 miles North of KY 312,12.0,0.0,,
KY,"US 27       
(Broadway)","Lexington - 0.1 mile Southeast of KY 4, Northern intersection",13.0,2.0,,
KY,"US 27  (Man-
mouth Street)",Newport - South of 11th Street,13.0,6.0,,
KY,"US 31 W     
(22nd Street)",Louisville - 0.25 miles South of Woodland,12.0,6.0,,
KY,"US 31 W     
(Main Street)",Louisville - at 14th St,13.0,0.0,,
MO,US 61 NB,Frontenac - at I-64 Overpass,13.0,10.0,,
MO,US 61/67,arnold - North at Meramec River Bridge,13.0,9.0,,
MO,US 63,Clark - 0.3 Miles South of Bus. US 63,13.0,11.0,,
MO,US 63B SB,Moberly - 1.5 miles South of US 24,13.0,10.0,,
MO,US 69 B,Excelsior Springs - 0.5 miles West of Jct. County Rd H,13.0,6.0,,
MO,US 69 NB,Claycomo,13.0,8.0,,
DC,NE 8th Street,"Franklin St Viadut, North of US 1",13.0,0.0,,
DC,NE Florida Ave,1 block South of US 50 (New York Ave),13.0,0.0,,
DC,NE L Street,"East of 1st St, under Washington Terminal Yards",13.0,6.0,,
DC,NE M Street,"East of 1st St, under Washington Terminal Yards",13.0,5.0,,
DC,NW 3rd Street,I-395 Mall Tunnel,13.0,0.0,,
DC,"NW Connecticut 
Ave","Q Street underpass, near Jct of Connecticut and New Hampshire Ave",13.0,5.0,,
DC,"NW Massachu-
seets Ave","Underpass At Thomas Circle - Jct of 14 St., M St. and Vermont Ave",12.0,6.0,,
NY,US 6,Shrub Oak- at Junction US 6 and Taconic State Parkway,13.0,0.0,,
NY,US 62,Buffalo- 0.6 Mile North of NY 354,13.0,7.0,,
NY,US 62,Eden- 1.5 Mile South,13.0,9.0,,
NY,US 62,Lackawanna- 2.9 Mile North of NY 179,13.0,7.0,,
NY,US 9,New York City- 2.3 Miles North of I-95 at Harlem River,13.0,6.0,,
NY,US 9,Peekskill- at US 6 Overpass,11.0,1.0,,
NY,US 9,South Glens Falls- at Hudson River Bridge,12.0,10.0,,
NY,US 9,"Underwood- at I-87 Overpass, Exit 30",13.0,9.0,,
NY,US 9 NB,Albany- Ramp to I-90 WB,13.0,9.0,,
NY,US 9 SB,Albany- Ramp to EB I-90,13.0,5.0,,
NY,US 9A,New York City- at Harlem River,12.0,8.0,,
NY,US 9W,Cementon- 1.1 Mile North,13.0,4.0,,
NY,US 9W,West Camp,13.0,1.0,,
MD,MD 7,Perryville,13.0,0.0,,
MD,MD 7,Perryville,13.0,0.0,,
MD,MD 75,Monrovia,12.0,6.0,,
MD,MD 831A,Homewood - Bypasses Jct. of US 40 and MD 36,11.0,3.0,,
DE,18th Street,Wilmington South of Augustine Cut-Off,13.0,0.0,,
DE,Casho Mill Rd,"Newark - Between DE 2 and DE 273, West of junction",8.0,11.0,,
DE,"DE 100 
(Mountchannin 
Rd)",Guyencourt,13.0,0.0,,
DE,James Street,Newport - 0.1 mile South of Jct DE 4,13.0,2.0,,
DE,Local Rd 018C,Ogletown,10.0,8.0,,
DE,Local Rd 258,Ashland - Covered Bridge at Red Clay Creek,7.0,6.0,,
DE,Local Rd 263A,"Wooddale - Between DE 48 (Lancaster Pike) and Barley Mill Rd., West of Centrville 
Rd. at Red Clay Creek Bridge",9.0,6.0,,
DE,Local Rd 336D,Stanton - 1 mile South,11.0,1.0,,
DE,"Local Rd 338 
(Telegraph Rd)",Stanton - 0.5 mile West,10.0,10.0,,
DE,"Local Rd 356 D 
(North Chapel 
St.)",Newark - at Paper Mill Rd,12.0,3.0,,
DE,Local Rd 35A,"Kirkwood - 0.75 miles North, West of DE 71",11.0,4.0,,
DE,Rising Sun Rd,"Wilmington - Between DE 52 (Pennsylavania Ave) and DE 141 (New Bridge Rd) 
East of Junction",12.0,4.0,,
DE,Rising Sun Rd,"Wilmington - Between DE 52 (Pennsylavania Ave) and DE 141 (New Bridge Rd) at 
Brandywine River Bridge",13.0,6.0,,
DE,US 13A,Laurel,12.0,11.0,,
NV,"2nd Street & 
Kuenzile Ln 
(F.A.U. 648)",Reno - 2nd Street Underpass,14.0,0.0,,
NV,"Bonanza Rd 
(F.A.U. 579)",Las Vegas - Bonanza Underpass,14.0,0.0,,
NC,Bus I-95/US 301,Fayetteville- Bus I-95/US 301 Underpass before Junction I-95,11.0,10.0,,
NC,"Bus US 15/501 
EB (Chapel Hill 
Blvd)",Durham- at NC 1127 (Chapel Hill Road) & Cornwallis Overpass,13.0,1.0,,
NC,"Bus US 
15/70/501    
(Roxboro St)",Durham- 0.25 Mile North of NC 147,12.0,0.0,,
NC,"Bypass US 
15/501","Chapel Hill- 2.8 Miles Northeast of NC 86, Bus 15/501 Overpass",13.0,2.0,,
NC,NC 16,"Crumpler- Southwest, Before Junction US 221",13.0,1.0,,
NC,NC 1603,Stoneville- 1 Mile North of NC 770,13.0,5.0,,
NC,NC 1603,Stoneville- 0.8 Mile South of NC 770,13.0,6.0,,
NC,NC 215,Beach Gap- Blue Ridge Parkway Underpass,13.0,0.0,,
NC,"NC 54 (Nelson 
Chapel Hill Hwy)",Durham- 0.1 Mile West of NC 1959 (Miami Blvd),13.0,6.0,,
NC,NC 55,Durham- 0.1 Mile North of Junction NC 147,13.0,2.0,,
NC,"NC 55 (Alston 
Avenue)",Durham- 0.2 Mile North of NC 147,13.0,2.0,,
NC,NC 581,Just South of Alternate US 264,9.0,0.0,,
NC,NC 94,Fairfield- 3.6 Miles North at the Intracoastal Waterway,13.0,6.0,,
NC,"SR 3841 (East 
Market St)",Greensboro- Just West of Alternate US 29,8.0,0.0,,
NC,US 155 EB,Welden- 0.5 Mile West of Junction US 301,13.0,6.0,,
NC,"US 157 (Guess 
Rd)",Durham- I-85 Underpass 0.6 Mile North of Junction I-85 & NC 1321,13.0,6.0,,
MA,Belmont,Belmont-Train Bridge at \Common St/Concord Ave and Leonard St,10.0,3.0,,
MA,I-93/MA 3,Boston - 1.5 miles south of I-90,13.0,6.0,,
MA,"MA 10/ US 202 
(N. Elm Street)",Westfield - North of Westfield Rver,11.0,5.0,,
MA,"MA 10/US 202 
(Elm Street)",Westfield - 0.25 miles South of Westfield River,13.0,5.0,,
MA,"MA 101        
(Parker Street)",Gardner - 0.75 miles West of MA 68,13.0,3.0,,
MA,"MA 116      
(Cabot Street )",Holyoke,12.0,0.0,,
MA,"MA 116           
(Lyman Street)",Holyoke - at Lyman and Main Streets,11.0,5.0,,
MA,"MA 117  (Lan-
caster Street)",Leominster - 0.3 miles East of MA 12,13.0,3.0,,
MA,"MA 122 (Madison 
Street)",Worester - 0.4 miles West of I-290,12.0,0.0,,
MA,MA 122A,Holden,13.0,6.0,,
MA,"MA 13          
(Main Street)",Leonminster,13.0,6.0,,
MA,MA 146,Uxbridge,13.0,6.0,,
MA,"MA 19           
(Maple Street)",Warren - South of MA 67,13.0,0.0,,
MA,MA 1A,"Boston - at Porter St., west of airport",13.0,5.0,,
MA,"MA 1A       
(Dodge Street)",Beverly - at Jct MA 128,13.0,5.0,,
MA,MA 1A NB,Boston -at Jct of Road to Logan Int’l Airport,12.0,2.0,,
MA,"MA 2 (Common-
wealth Ave)",Boston - Express Underpass at Jct MA 2A,13.0,1.0,,
MA,"MA 2/US 3 (Me-
morial Drive)",Cambridge - 0.4 miles South of River Street,11.0,10.0,,
MA,"MA 202A     
(Union Ave)",Westfield,13.0,4.0,,
MA,"MA 203        
(Morton Street)",Boston - American Legion Highway Overpass,12.0,11.0,,
MA,"MA 21          
(Parker Street)",Springfield,12.0,5.0,,
MA,"MA 27         
(Crescent Street)",Brockton - East of MA 28,12.0,8.0,,
NY,I-278,New York City- 0.2 Mile South of Exit 32,13.0,11.0,,
NY,I-278,New York City- 1.9 Mile West of Junction I-95 and I-678,13.0,9.0,,
NY,I-278 WB,New York City- 0.1 Mile East of Brooklyn Bridge,13.0,4.0,,
NY,I-295,New York City- 0.6 Mile Southeast of I-95,13.0,7.0,,
NY,I-478,New York City- Brooklyn Battery Tunnel,12.0,9.0,,
NY,I-490,Rochester- 0.2 Miles Northwest of NY 33,13.0,8.0,,
NY,I-495,Locust Grove- at NY 135 Overpass,13.0,10.0,,
NY,I-678,New York City- at 14th Avenue Overpass,13.0,7.0,,
NY,I-678,New York City- at NY 25 Overpass,13.0,8.0,,
NY,I-678,New York City- 0.8 Mile South of NY 25,11.0,0.0,,
NY,I-678,New York City- 0.1 Mile North of Exit 5 and Atlantic Avenue,11.0,1.0,,
NY,I-678,New York City- at Kennedy International Airport,13.0,8.0,,
NY,I-678,New York City at Cross Island Parkway,13.0,7.0,,
NY,I-78,New York City- Holland Tunnel,12.0,6.0,,
NY,I-787,Albany- Onramp to Northbound I-787 Over Hudson River,13.0,7.0,,
NY,I-90,Albany- at US 9Overpass,13.0,5.0,,
NY,I-90,"Clifton- 8.8 Miles East of I-490, Exit 47",13.0,11.0,,
NY,I-95,New York City- 0.7 Mile East of I-87,13.0,10.0,,
NY,NY 102,East Meadow- at Meadowbrook State Park Overpass,13.0,11.0,,
NY,NY 104,Niagra Falls- 0.1 Mile North of NY 182,12.0,1.0,,
NY,NY 104,Rochester- 0.1 Mile East of Street Paul Boulevard,13.0,10.0,,
NY,NY 107,Massapequa- North at Southern State Parkway,13.0,3.0,,
NY,NY 110,Huntington Station- I.3 Miles North of NY 25,13.0,10.0,,
NY,NY 110,Melville- at Northern State Parkway Overpass,13.0,4.0,,
NY,NY 112,Medford- 0.5 Mile South of I- 495,13.0,9.0,,
NY,NY 114,East Hampton- 1 Mile Northwest,12.0,0.0,,
NY,NY 115,Poughkeepsie- 1.1 Mile Northeast,11.0,0.0,,
NY,NY 11A,Cardiff- US 20 Overpass,13.0,6.0,,
NY,NY 12,Waterville- 0.5 Mile North of US 20,13.0,9.0,,
NY,NY 120,Rye- Just South of I-95,11.0,9.0,,
NY,NY 120A,Port Chester,11.0,2.0,,
NY,NY 120A,Port Chester- 0.1 Mile North of US 1,12.0,0.0,,
NY,NY 129,Croton on Hudson- 4.6 Miles Northeast,12.0,4.0,,
NY,NY 12E,Watertown,13.0,9.0,,
NY,NY 13,Chittenango,13.0,11.0,,
CT,US 1,Stamford-1.2 miles East of CT 137,13.0,1.0,,
CT,"US 1 (Boston 
Post Rd)","Branford- West Between CT 142 and Branford Connector to I-95, Exit 53",13.0,1.0,,
CT,US 1 SB,Milford - Milford Parkway Overpass,13.0,6.0,,
CT,US 5,Wallingford - CT 15 overpass,13.0,5.0,,
CT,US 6,Bristol - 0.5 miles West of CT 69,13.0,6.0,,
CT,US 6,Newtown - 0.3 miles Southwest of I-84,12.0,7.0,,
